,state,comid,agro_processing,milling_facility,feed_mill,corn_husker,cocoa_mill,palm_oil_mill,rice_husker,crop_processing_facility,electricity_available,land_degradation_pct,increase_land_degradation,abandoned_farm_pct,land_issue_soil_erosion,land_issue_poor_roads,land_issue_other,produce_transport_method,extension_services_present,storage_facility_available,challenge_crop_diseases,challenge_animal_damage,sales_difficulties,poor_transport,main_crop_planted
16859,ENUGU,COM0009363,Yes,No,No,No,No,Yes,No,Yes,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
16860,EBONYI,COM0013409,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,"YAM, THREE LEAVED"
16861,ABIA,COM0016484,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
16862,ENUGU,COM0021910,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,Yes,No,No,No,Yes,CASSAVA
16863,EBONYI,COM0026487,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
16864,ANAMBRA,COM0017782,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,
16865,ABIA,COM0010978,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Staying the same,None (0%),,,,Foot,No,No,Yes,No,No,No,"YAM, WHITE"
16866,ANAMBRA,COM0019059,Yes,Yes,No,Yes,No,No,No,No,Yes,26%-50%,Increasing,26%-50%,0.0,2.0,3.0,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,CASSAVA
16867,ENUGU,COM0022255,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
16868,EBONYI,COM0008789,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
16869,ANAMBRA,COM0007827,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16870,ABIA,COM0020040,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,
16871,IMO,COM0022092,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,"YAM, THREE LEAVED"
16872,ENUGU,COM0005408,No,,,,,,,,No,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16873,ABIA,COM0012970,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
16874,ANAMBRA,COM0022754,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16875,ENUGU,COM0016478,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Bicycle,No,No,,,,,CASSAVA
16876,ENUGU,COM0018625,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
16877,ABIA,COM0016569,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,No,No,No,No,No,CASSAVA
16878,IMO,COM0016283,Yes,No,No,No,No,Yes,No,Yes,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,"YAM, WHITE"
16879,ENUGU,COM0004901,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,Yes,Yes,No,CASSAVA
16880,ANAMBRA,COM0007665,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
16881,ABIA,COM0017121,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
16882,ABIA,COM0016479,No,,,,,,,,Yes,None (0%),,76%-100%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
16883,EBONYI,COM0005056,Yes,Yes,No,No,No,No,No,No,No,51%-75%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
16884,ANAMBRA,COM0011457,No,,,,,,,,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16885,ABIA,COM0009819,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
16886,ANAMBRA,COM0021290,Yes,No,No,No,No,Yes,Yes,No,Yes,51%-75%,Staying the same,None (0%),,,,Other (specify),No,No,Yes,Yes,Yes,Yes,WATER YAM
16887,EBONYI,COM0016405,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1%-25%,Increasing,1%-25%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
16888,IMO,COM0026382,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
16889,ANAMBRA,COM0023800,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,Yes,"YAM, WHITE"
16890,IMO,COM0016099,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Car/Van,No,No,,,,,CASSAVA
16891,ANAMBRA,COM0001570,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16892,ABIA,COM0016853,Yes,Yes,No,No,No,Yes,No,Yes,Yes,76%-100%,Increasing,None (0%),,,,Bicycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
16893,IMO,COM0005193,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,"YAM, THREE LEAVED"
16894,IMO,COM0013403,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Car/Van,No,No,,,,,CASSAVA
16895,EBONYI,COM0019480,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
16896,ANAMBRA,COM0004514,Yes,Yes,No,No,No,No,Yes,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
16897,IMO,COM0019483,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
16898,ENUGU,COM0003838,No,No,No,No,No,No,No,No,Yes,51%-75%,Decreasing,26%-50%,1.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
16899,IMO,COM0006902,No,,,,,,,,No,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Car/Van,No,No,,,,,CASSAVA
16900,EBONYI,COM0021453,No,,,,,,,,No,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16901,ABIA,COM0022863,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, WHITE"
16902,ANAMBRA,COM0007817,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,,,,,
16903,ANAMBRA,COM0003180,No,,,,,,,,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
16904,IMO,COM0011744,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, WHITE"
16905,ENUGU,COM0004297,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,
16906,ANAMBRA,COM0019972,No,,,,,,,,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
16907,IMO,COM0002546,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16908,ENUGU,COM0024991,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
16909,EBONYI,COM0001768,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
16910,ABIA,COM0017111,Yes,No,No,No,No,Yes,Yes,No,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, WHITE"
16911,ANAMBRA,COM0003949,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
16912,ANAMBRA,COM0020535,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,No,"YAM, WHITE"
16913,IMO,COM0003311,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,2.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
16914,ANAMBRA,COM0011578,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
16915,EBONYI,COM0022900,Yes,No,No,No,No,Yes,Yes,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,"YAM, WHITE"
16916,ANAMBRA,COM0000834,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,51%-75%,Decreasing,1%-25%,1.0,0.0,3.0,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
16917,ANAMBRA,COM0005630,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,No,No,No,"YAM, WHITE"
16918,EBONYI,COM0019204,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,"YAM, THREE LEAVED"
16919,ANAMBRA,COM0019301,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,No,Yes,No,No,CASSAVA
16920,ENUGU,COM0021649,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16921,ANAMBRA,COM0003028,No,,,,,,,,Yes,None (0%),,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
16922,IMO,COM0009427,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16923,ANAMBRA,COM0009037,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,
16924,EBONYI,COM0021021,No,,,,,,,,No,None (0%),,26%-50%,2.0,0.0,0.0,Foot,No,No,Yes,Yes,No,No,CASSAVA
16925,IMO,COM0025976,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,51%-75%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,CASSAVA
16926,ENUGU,COM0022703,Yes,Yes,No,No,No,No,No,No,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,MAIZE
16927,IMO,COM0005043,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,No,CASSAVA
16928,EBONYI,COM0018008,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,No,CASSAVA
16929,ENUGU,COM0010231,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,Yes,No,No,No,"YAM, WHITE"
16930,IMO,COM0009473,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Foot,No,No,Yes,No,No,Yes,MAIZE
16931,ANAMBRA,COM0008688,Yes,No,No,No,No,No,Yes,Yes,Yes,None (0%),,None (0%),,,,Car/Van,Yes,Yes,Yes,No,No,No,
16932,ENUGU,COM0006931,Yes,No,No,No,No,No,No,No,Yes,None (0%),,1%-25%,3.0,1.0,0.0,Foot,Yes,No,No,No,No,No,
16933,ANAMBRA,COM0002480,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
16934,ABIA,COM0016568,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,No,CASSAVA
16935,ABIA,COM0017116,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Car/Van,No,Yes,No,No,No,No,"YAM, WHITE"
16936,IMO,COM0006046,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
16937,EBONYI,COM0005994,Yes,No,No,No,No,Yes,Yes,No,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16938,EBONYI,COM0009042,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
16939,IMO,COM0023611,No,,,,,,,,No,1%-25%,Staying the same,26%-50%,0.0,0.0,0.0,Foot,No,No,No,No,No,Yes,CASSAVA
16940,EBONYI,COM0000061,Yes,No,No,No,No,No,Yes,Yes,Yes,None (0%),,1%-25%,1.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, WHITE"
16941,IMO,COM0003072,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
16942,IMO,COM0011732,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Decreasing,1%-25%,2.0,0.0,0.0,Foot,No,No,Yes,No,Yes,Yes,CASSAVA
16943,IMO,COM0018110,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,CASSAVA
16944,ENUGU,COM0009188,Yes,No,No,No,No,No,No,Yes,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16945,ABIA,COM0025076,No,,,,,,,,Yes,26%-50%,Increasing,26%-50%,0.0,1.0,2.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, THREE LEAVED"
16946,ANAMBRA,COM0017352,No,,,,,,,,No,None (0%),,1%-25%,0.0,0.0,0.0,Boat/Canoe,No,No,,,,,"YAM, WHITE"
16947,ENUGU,COM0016444,Yes,No,No,Yes,No,No,No,No,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Foot,No,No,No,No,Yes,Yes,CASSAVA
16948,ANAMBRA,COM0008619,Yes,Yes,No,No,No,Yes,No,Yes,Yes,26%-50%,Increasing,1%-25%,1.0,3.0,0.0,Foot,No,No,Yes,Yes,Yes,No,"YAM, WHITE"
16949,EBONYI,COM0008678,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
16950,ENUGU,COM0010800,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
16951,EBONYI,COM0021101,Yes,Yes,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Other (specify),No,No,Yes,Yes,Yes,Yes,CASSAVA
16952,IMO,COM0020744,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,CASSAVA
16953,ENUGU,COM0014428,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16954,ABIA,COM0022530,Yes,No,No,No,No,No,No,No,Yes,None (0%),,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
16955,IMO,COM0020935,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,No,CASSAVA
16956,EBONYI,COM0002042,No,No,Yes,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,No,"YAM, WHITE"
16957,ENUGU,COM0006131,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1%-25%,Decreasing,51%-75%,0.0,0.0,0.0,Foot,Yes,No,Yes,Yes,No,No,CASSAVA
16958,ENUGU,COM0022439,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,CASSAVA
16959,EBONYI,COM0022625,No,,,,,,,,No,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, THREE LEAVED"
16960,IMO,COM0014021,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16961,IMO,COM0015508,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,
16962,EBONYI,COM0000714,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
16963,ANAMBRA,COM0022354,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,,,,,
16964,ENUGU,COM0002505,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
16965,IMO,COM0025818,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,1.0,0.0,0.0,Foot,No,No,Yes,Yes,No,No,CASSAVA
16966,IMO,COM0011301,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
16967,EBONYI,COM0007607,Yes,No,No,No,No,Yes,Yes,No,Yes,26%-50%,Staying the same,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,RICE
16968,ANAMBRA,COM0005180,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,
16969,IMO,COM0003248,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Foot,No,No,No,No,No,No,CASSAVA
16970,EBONYI,COM0006957,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,No,Yes,No,CASSAVA
16971,ANAMBRA,COM0017828,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,"YAM, WHITE"
16972,ANAMBRA,COM0020345,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,"YAM, WHITE"
16973,ENUGU,COM0014227,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Foot,No,No,No,No,No,No,"YAM, THREE LEAVED"
16974,IMO,COM0000122,No,,,,,,,,No,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Foot,No,No,,,,,"YAM, WHITE"
16975,EBONYI,COM0013439,Yes,Yes,No,No,No,Yes,Yes,No,Yes,1%-25%,Staying the same,1%-25%,1.0,0.0,0.0,Foot,No,No,Yes,Yes,Yes,Yes,RICE
16976,EBONYI,COM0015347,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,"YAM, WHITE"
16977,ABIA,COM0021917,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,"YAM, THREE LEAVED"
16978,IMO,COM0019752,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
16979,ANAMBRA,COM0014263,No,,,,,,,,Yes,51%-75%,Increasing,76%-100%,0.0,0.0,0.0,Tricycle/Motorcycle,Yes,No,Yes,Yes,No,Yes,CASSAVA
16980,ANAMBRA,COM0013704,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
16981,IMO,COM0006299,Yes,No,No,No,No,Yes,No,Yes,Yes,26%-50%,Decreasing,1%-25%,0.0,0.0,3.0,Car/Van,No,No,Yes,Yes,No,No,CASSAVA
16982,ANAMBRA,COM0018851,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
16983,IMO,COM0017897,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,1.0,0.0,3.0,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, WHITE"
16984,IMO,COM0020832,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,1%-25%,3.0,0.0,0.0,Foot,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
16985,EBONYI,COM0014360,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
16986,ANAMBRA,COM0021375,No,,,,,,,,Yes,None (0%),,None (0%),,,,Other (specify),No,No,No,No,No,No,CASSAVA
16987,IMO,COM0016681,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
16988,IMO,COM0023960,No,,,,,,,,Yes,26%-50%,Staying the same,None (0%),,,,Foot,No,No,No,No,No,Yes,CASSAVA
16989,ANAMBRA,COM0001978,No,Yes,Yes,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,,,,,MAIZE
16990,IMO,COM0008285,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
16991,ANAMBRA,COM0007240,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,
16992,IMO,COM0015629,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Foot,No,No,Yes,Yes,No,No,CASSAVA
16993,ENUGU,COM0016200,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
16994,EBONYI,COM0023631,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,"YAM, WHITE"
16995,ENUGU,COM0023864,Yes,No,No,No,No,Yes,No,Yes,No,None (0%),,None (0%),,,,Bicycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
16996,IMO,COM0024430,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Staying the same,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
16997,ENUGU,COM0011734,Yes,No,No,No,No,No,No,No,Yes,51%-75%,Staying the same,51%-75%,1.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
16998,ABIA,COM0019947,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,Yes,No,No,No,"YAM, THREE LEAVED"
16999,EBONYI,COM0000222,No,,,,,,,,No,1%-25%,Decreasing,51%-75%,0.0,0.0,0.0,Foot,Yes,Yes,Yes,Yes,Yes,Yes,CASSAVA
17000,ANAMBRA,COM0013590,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
17001,IMO,COM0024248,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,1%-25%,2.0,1.0,0.0,Tricycle/Motorcycle,Yes,No,No,Yes,No,Yes,CASSAVA
17002,ENUGU,COM0014942,Yes,No,No,No,No,Yes,No,Yes,Yes,1%-25%,Increasing,1%-25%,1.0,2.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,RICE
17003,ABIA,COM0005553,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,OIL PALM TREE
17004,ENUGU,COM0006444,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,1%-25%,3.0,0.0,0.0,Car/Van,No,No,Yes,Yes,No,Yes,"YAM, YELLOW"
17005,IMO,COM0019290,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
17006,EBONYI,COM0022054,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,Yes,"YAM, WHITE"
17007,ENUGU,COM0003559,Yes,No,No,Yes,No,Yes,Yes,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
17008,IMO,COM0004733,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
17009,IMO,COM0013536,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
17010,EBONYI,COM0010686,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
17011,ANAMBRA,COM0025804,No,No,No,No,No,Yes,No,No,Yes,51%-75%,Decreasing,None (0%),,,,Car/Van,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
17012,ENUGU,COM0025660,Yes,Yes,No,Yes,No,Yes,Yes,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
17013,ABIA,COM0017391,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,No,"YAM, WHITE"
